Source_ID,Source_Name,Status_Code,Status_Description,Type_Code,Type_Desc,Address,City,State_Abbr,Postal_Code,Degree_of_Shortage,Designation_Date,Designation_Last_Update_Date,Designation_Pop,Estimated_Underserved_Pop,Estimated_Served_Pop,Formal_Ratio,Total_FTE_Clinicians,Metropolitan_Indicator_Code,Metropolitan_Indicator_Desc,Provider_Ratio_Goal,Percent_Pop_Below_Poverty,HPSA_Score,HPSA_Shortage,Discipline_Class_Num,Discipline_Class_Desc,Component_Source_ID,Component_Source_Name,Component_Status_Code,Component_Status_Desc,Component_Type_Code,Component_Type_Desc,Component_State_Abbr,Component_Postal_Code,Component_Designation_Date,Component_Designation_Date_String,Component_Designation_Last_Update_Date,Geography_ID,CountyFIPS,County_Name,StateCountyFIPS,State_FIPS,State_Abbr_2,State_Name,Primary_State_Name,Primary_State_FIPS,Primary_HHS_Region_Name,US_Mexico_Border_County,US_Mexico_Border_100km,Data_Warehouse_Record_Create_Date,Data_Warehouse_Record_Create_Date_Text,HPSA_Name,HPSA_Component_Name,Break_in_Designation,Geocoding_Primary_X,Geocoding_Primary_Y,HPSA_Pop_Type_Code,HPSA_Pop_Type_Desc,HPSA_Resident_Civilian_Pop,Common_City_Name_with_State_Abbr,Common_Postal_Code,Common_County_Name,Common_StateCounty_FIPS,Common_State_Abbr,Common_State_Name,Common_State_FIPS,Common_Region_Name,HPSA_Withdrawn_Date,HPSA_Withdrawn_Date_String,Provider_Type,Rural_Status_Code,Rural_Status_Desc,HPSA_Designation_Pop_Type_Desc,BHCMIS_OrgID
6485188079,URBAN INTER-TRIBAL CENTER OF TX,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",1283 Record Crossing Rd,Dallas,TX,75235-6001,,8/18/2019,9/9/2019,,,,,,0,Unknown,,,16,,6,Dental Health,6485188079,URBAN INTER-TRIBAL CENTER OF TX,0,Unknown,UNK,Unknown,,,,,,POINT,113,Dallas,48113,48,TX,Texas,Texas,48,Region VI,N,N,12/17/2019,12/17/2019,Urban Inter-Tribal Center of TX,Urban Inter-Tribal Center of TX,N,-96.86174594,32.81558865,,,,Dallas,75235,"Dallas County, TX",48113,TX,Texas,48,Region VI,,,,N,Non-Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6469994644,MCLAUGHLIN HEALTH CENTER,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",6th St E,Mc Laughlin,SD,57642,,8/1/2009,9/9/2019,,,,,,N,Non-Metropolitan,,,20,,6,Dental Health,6469994644,MCLAUGHLIN HEALTH CENTER,0,Unknown,UNK,Unknown,,,,,,POINT,31,Corson,46031,46,SD,South Dakota,South Dakota,46,Region VIII,N,N,12/17/2019,12/17/2019,McLaughlin Health Center,McLaughlin Health Center,N,-100.8055184,45.80951789,,,,Mc Laughlin,57642,"Corson County, SD",46031,SD,South Dakota,46,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6469994642,ROSEBUD HOSPITAL,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",400 Soldier Creek Dr,Rosebud,SD,57570-8502,,5/8/2012,9/9/2019,,,,,,N,Non-Metropolitan,,,26,,6,Dental Health,6469994642,ROSEBUD HOSPITAL,0,Unknown,UNK,Unknown,,,,,,POINT,121,Todd,46121,46,SD,South Dakota,South Dakota,46,Region VIII,N,N,12/17/2019,12/17/2019,Rosebud Hospital,Rosebud Hospital,N,-100.8527858,43.25587562,,,,Rosebud,57570,"Todd County, SD",46121,SD,South Dakota,46,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6469994639,WAGNER HEALTH CENTER,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",111 Washington Ave NW,Wagner,SD,57380-4300,,10/26/2002,9/9/2019,,,,,,N,Non-Metropolitan,,,23,,6,Dental Health,6469994639,WAGNER HEALTH CENTER,0,Unknown,UNK,Unknown,,,,,,POINT,23,Charles Mix,46023,46,SD,South Dakota,South Dakota,46,Region VIII,N,N,12/17/2019,12/17/2019,Wagner Health Center,Wagner Health Center,N,-98.29773271,43.08229331,,,,Wagner,57380,"Charles Mix County, SD",46023,SD,South Dakota,46,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6469994638,LOWER BRULE HEALTH CENTER,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Gall St,Lower Brule,SD,57548,,10/26/2002,9/9/2019,,,,,,M,Metropolitan,,,17,,6,Dental Health,6469994638,LOWER BRULE HEALTH CENTER,0,Unknown,UNK,Unknown,,,,,,POINT,85,Lyman,46085,46,SD,South Dakota,South Dakota,46,Region VIII,N,N,12/17/2019,12/17/2019,Lower Brule Health Center,Lower Brule Health Center,N,-99.57991325,44.07487262,,,,Lower Brule,57548,"Lyman County, SD",46085,SD,South Dakota,46,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6469994636,FT. THOMPSON HEALTH CENTER,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",1323 Bia Rd 4,Chamberlain,SD,57325,,10/26/2002,9/9/2019,,,,,,N,Non-Metropolitan,,,24,,6,Dental Health,6469994636,FT. THOMPSON HEALTH CENTER,0,Unknown,UNK,Unknown,,,,,,POINT,17,Buffalo,46017,46,SD,South Dakota,South Dakota,46,Region VIII,N,N,12/17/2019,12/17/2019,Ft. Thompson Health Center,Ft. Thompson Health Center,N,-99.39406069,44.04146926,,,,Chamberlain,57325,"Buffalo County, SD",46017,SD,South Dakota,46,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6469994635,FLANDREAU SANTEE SIOUX TRB HC,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",701 W Broad Ave,Flandreau,SD,57028-1529,,10/26/2002,9/9/2019,,,,,,M,Metropolitan,,,9,,6,Dental Health,6469994635,FLANDREAU SANTEE SIOUX TRB HC,0,Unknown,UNK,Unknown,,,,,,POINT,101,Moody,46101,46,SD,South Dakota,South Dakota,46,Region VIII,N,N,12/17/2019,12/17/2019,Flandreau Santee Sioux Trb Health Center,Flandreau Santee Sioux Trb Health Center,N,-96.60564299,44.0436255,,,,Flandreau,57028,"Moody County, SD",46101,SD,South Dakota,46,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6469994624,WW KEEBLE HEALTH CARE CENTER,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",100 Lake Traverse Dr,Sisseton,SD,57262-7046,,10/26/2002,9/9/2019,,,,,,N,Non-Metropolitan,,,15,,6,Dental Health,6469994624,WW KEEBLE HEALTH CARE CENTER,0,Unknown,UNK,Unknown,,,,,,POINT,109,Roberts,46109,46,SD,South Dakota,South Dakota,46,Region VIII,N,N,12/17/2019,12/17/2019,Ww Keeble Health Care Center,Ww Keeble Health Care Center,N,-97.01578748,45.65566294,,,,Sisseton,57262,"Roberts County, SD",46109,SD,South Dakota,46,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6469994622,RAPID CITY HOSPITAL,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",3200 Canyon Lake Dr,Rapid City,SD,57702-8114,,10/26/2002,9/9/2019,,,,,,N,Non-Metropolitan,,,9,,6,Dental Health,6469994622,RAPID CITY HOSPITAL,0,Unknown,UNK,Unknown,,,,,,POINT,103,Pennington,46103,46,SD,South Dakota,South Dakota,46,Region VIII,N,N,12/17/2019,12/17/2019,Rapid City Hospital,Rapid City Hospital,N,-103.2707069,44.07385787,,,,Rapid City,57702,"Pennington County, SD",46103,SD,South Dakota,46,Region VIII,,,,N,Non-Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6469994621,WANBLEE HEALTH CENTER,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",210 1st St,Wanblee,SD,57577,,10/26/2002,9/9/2019,,,,,,N,Non-Metropolitan,,,26,,6,Dental Health,6469994621,WANBLEE HEALTH CENTER,0,Unknown,UNK,Unknown,,,,,,POINT,71,Jackson,46071,46,SD,South Dakota,South Dakota,46,Region VIII,N,N,12/17/2019,12/17/2019,Wanblee Health Center,Wanblee Health Center,N,-101.6584513,43.56334948,,,,Wanblee,57577,"Jackson County, SD",46071,SD,South Dakota,46,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6469994620,KYLE HEALTH CENTER,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",1000 Health Center Road,Kyle,SD,57752,,10/26/2002,9/9/2019,,,,,,N,Non-Metropolitan,,,22,,6,Dental Health,6469994620,KYLE HEALTH CENTER,0,Unknown,UNK,Unknown,,,,,,POINT,102,Oglala Lakota,46102,46,SD,South Dakota,South Dakota,46,Region VIII,N,N,12/17/2019,12/17/2019,Kyle Health Center,Kyle Health Center,N,-102.11078,43.43811,,,,Kyle,57752,"Oglala Lakota County, SD",46102,SD,South Dakota,46,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6469994618,EAGLE BUTTE,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",24276 166th St,Dupree,SD,57623,,10/26/2002,9/9/2019,,,,,,N,Non-Metropolitan,,,23,,6,Dental Health,6469994618,EAGLE BUTTE,0,Unknown,UNK,Unknown,,,,,,POINT,137,Ziebach,46137,46,SD,South Dakota,South Dakota,46,Region VIII,N,N,12/17/2019,12/17/2019,Eagle Butte,Eagle Butte,N,-101.2443056,44.9935112,,,,Dupree,57623,"Ziebach County, SD",46137,SD,South Dakota,46,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6469994617,PINE RIDGE HOSPITAL,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Highway 18,Pine Ridge,SD,57770,,10/26/2002,9/9/2019,,,,,,N,Non-Metropolitan,,,26,,6,Dental Health,6469994617,PINE RIDGE HOSPITAL,0,Unknown,UNK,Unknown,,,,,,POINT,102,Oglala Lakota,46102,46,SD,South Dakota,South Dakota,46,Region VIII,N,N,12/17/2019,12/17/2019,Pine Ridge Hospital,Pine Ridge Hospital,N,-102.876894,43.1883479,,,,Pine Ridge,57770,"Oglala Lakota County, SD",46102,SD,South Dakota,46,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6469096980,SOUTH DAKOTA URBAN INDIAN CLIN,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",711 N Lake Ave,Sioux Falls,SD,57104-2203,,8/18/2019,9/9/2019,,,,,,0,Unknown,,,9,,6,Dental Health,6469096980,SOUTH DAKOTA URBAN INDIAN CLIN,0,Unknown,UNK,Unknown,,,,,,POINT,99,Minnehaha,46099,46,SD,South Dakota,South Dakota,46,Region VIII,N,N,12/17/2019,12/17/2019,South Dakota Urban Indian Clin,South Dakota Urban Indian Clin,N,-96.74539792,43.55565266,,,,Sioux Falls,57104,"Minnehaha County, SD",46099,SD,South Dakota,46,Region VIII,,,,N,Non-Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6469023546,GPA Youth Regional Treatment Center,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",PO BOX 680,Mobridge,SD,57601-0680,,8/18/2019,9/9/2019,,,,,,0,Unknown,,,16,,6,Dental Health,6469023546,GPA Youth Regional Treatment Center,0,Unknown,UNK,Unknown,,,,,,POINT,129,Walworth,46129,46,SD,South Dakota,South Dakota,46,Region VIII,N,N,12/17/2019,12/17/2019,Gpa Youth Regional Treatment Center,Gpa Youth Regional Treatment Center,N,-100.434311,45.541113,,,,Mobridge,57601,"Walworth County, SD",46129,SD,South Dakota,46,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6468218932,PIERRE URBAN INDIAN CLINIC,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",1714 Abbey Rd,Pierre,SD,57501-7805,,8/18/2019,9/9/2019,,,,,,0,Unknown,,,9,,6,Dental Health,6468218932,PIERRE URBAN INDIAN CLINIC,0,Unknown,UNK,Unknown,,,,,,POINT,65,Hughes,46065,46,SD,South Dakota,South Dakota,46,Region VIII,N,N,12/17/2019,12/17/2019,Pierre Urban Indian Clinic,Pierre Urban Indian Clinic,N,-100.3221806,44.3816278,,,,Pierre,57501,"Hughes County, SD",46065,SD,South Dakota,46,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6468119190,LACREEK DISTRICT CLINIC,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",119 S 1st Ave,Martin,SD,57551-5835,,8/18/2019,8/18/2019,,,,,,0,Unknown,,,25,,6,Dental Health,6468119190,LACREEK DISTRICT CLINIC,0,Unknown,UNK,Unknown,,,,,,POINT,7,Bennett,46007,46,SD,South Dakota,South Dakota,46,Region VIII,N,N,12/17/2019,12/17/2019,Lacreek District Clinic,Lacreek District Clinic,N,-101.7317301,43.17192743,,,,Martin,57551,"Bennett County, SD",46007,SD,South Dakota,46,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6467239701,WHITE HORSE HS,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Whitehorse Road/County 4,Whitehorse,SD,57661,,8/18/2019,9/9/2019,,,,,,0,Unknown,,,20,,6,Dental Health,6467239701,WHITE HORSE HS,0,Unknown,UNK,Unknown,,,,,,POINT,41,Dewey,46041,46,SD,South Dakota,South Dakota,46,Region VIII,N,N,12/17/2019,12/17/2019,White Horse Hs,White Horse Hs,N,-100.88721,45.26938,,,,Whitehorse,57661,"Dewey County, SD",46041,SD,South Dakota,46,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6465646175,BULLHEAD HEALTH STATION,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",102 Tatanka Street,Bullhead,SD,57621,,8/18/2019,9/9/2019,,,,,,0,Unknown,,,26,,6,Dental Health,6465646175,BULLHEAD HEALTH STATION,0,Unknown,UNK,Unknown,,,,,,POINT,31,Corson,46031,46,SD,South Dakota,South Dakota,46,Region VIII,N,N,12/17/2019,12/17/2019,Bullhead Health Station,Bullhead Health Station,N,-101.0805278,45.7673459,,,,Bullhead,57621,"Corson County, SD",46031,SD,South Dakota,46,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6465269248,CHERRY CREEK HS,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",538 Dupree,Cherry Creek,SD,57622,,8/18/2019,9/9/2019,,,,,,0,Unknown,,,14,,6,Dental Health,6465269248,CHERRY CREEK HS,0,Unknown,UNK,Unknown,,,,,,POINT,137,Ziebach,46137,46,SD,South Dakota,South Dakota,46,Region VIII,N,N,12/17/2019,12/17/2019,Cherry Creek Hs,Cherry Creek Hs,N,-101.49903,44.60506,,,,Cherry Creek,57622,"Ziebach County, SD",46137,SD,South Dakota,46,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6464923749,SWIFTBIRD HS,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",La Plant Road,La Plant,SD,57652,,8/18/2019,9/9/2019,,,,,,0,Unknown,,,14,,6,Dental Health,6464923749,SWIFTBIRD HS,0,Unknown,UNK,Unknown,,,,,,POINT,41,Dewey,46041,46,SD,South Dakota,South Dakota,46,Region VIII,N,N,12/17/2019,12/17/2019,Swiftbird Hs,Swiftbird Hs,N,-100.65374,45.14708,,,,La Plant,57652,"Dewey County, SD",46041,SD,South Dakota,46,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6463302537,MANDERSON HEALTH STATION,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Indian Service Road 33,Manderson,SD,57756,,8/18/2019,9/9/2019,,,,,,0,Unknown,,,26,,6,Dental Health,6463302537,MANDERSON HEALTH STATION,0,Unknown,UNK,Unknown,,,,,,POINT,102,Oglala Lakota,46102,46,SD,South Dakota,South Dakota,46,Region VIII,N,N,12/17/2019,12/17/2019,Manderson Health Station,Manderson Health Station,N,-102.4679692,43.30112126,,,,Manderson,57756,"Oglala Lakota County, SD",46102,SD,South Dakota,46,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6462464162,WAKPALA HEALTH STATION,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Wakpala Road,Wakpala,SD,57658,,8/18/2019,9/9/2019,,,,,,0,Unknown,,,20,,6,Dental Health,6462464162,WAKPALA HEALTH STATION,0,Unknown,UNK,Unknown,,,,,,POINT,31,Corson,46031,46,SD,South Dakota,South Dakota,46,Region VIII,N,N,12/17/2019,12/17/2019,Wakpala Health Station,Wakpala Health Station,N,-100.47971,45.74732,,,,Wakpala,57658,"Corson County, SD",46031,SD,South Dakota,46,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6459994583,CATAWBA HEALTH SERVICES,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",2893 Sturgis Rd,Rock Hill,SC,29730-6607,,10/26/2002,9/9/2019,,,,,,M,Metropolitan,,,20,,6,Dental Health,6459994583,CATAWBA HEALTH SERVICES,0,Unknown,UNK,Unknown,,,,,,POINT,91,York,45091,45,SC,South Carolina,South Carolina,45,Region IV,N,N,12/17/2019,12/17/2019,Catawba Health Services,Catawba Health Services,N,-80.91158655,34.94371526,,,,Rock Hill,29730,"York County, SC",45091,SC,South Carolina,45,Region IV,,,,N,Non-Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6449994426,NARRAGANSETT IND HLTH CTR,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",51 Old Mill Rd,Charlestown,RI,02813-3322,,10/26/2002,9/9/2019,,,,,,M,Metropolitan,,,20,,6,Dental Health,6449994426,NARRAGANSETT IND HLTH CTR,0,Unknown,UNK,Unknown,,,,,,POINT,9,Washington,44009,44,RI,Rhode Island,Rhode Island,44,Region I,N,N,12/17/2019,12/17/2019,Narragansett Ind Health Center,Narragansett Ind Health Center,N,-71.65128791,41.41806663,,,,Charlestown,2813,"Washington County, RI",44009,RI,Rhode Island,44,Region I,,,,N,Non-Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
64199941A7,Coos Tribal Health Center - Dental,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",1245 Fulton Ave,Coos Bay,OR,97420-2895,,10/22/2002,9/9/2019,,,,,,M,Metropolitan,,,14,,6,Dental Health,64199941A7,Coos Tribal Health Center - Dental,0,Unknown,UNK,Unknown,,,,,,POINT,11,Coos,41011,41,OR,Oregon,Oregon,41,Region X,N,N,12/17/2019,12/17/2019,Coos Tribal Health Center - Dental,Coos Tribal Health Center - Dental,N,-124.2646598,43.38332049,,,,Coos Bay,97420,"Coos County, OR",41011,OR,Oregon,41,Region X,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
64199941A5,CHEMAWA INDIAN HEALTH CENTER,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",3750 Chemawa Rd NE,Salem,OR,97305-1119,,10/26/2002,9/9/2019,,,,,,M,Metropolitan,,,20,,6,Dental Health,64199941A5,CHEMAWA INDIAN HEALTH CENTER,0,Unknown,UNK,Unknown,,,,,,POINT,47,Marion,41047,41,OR,Oregon,Oregon,41,Region X,N,N,12/17/2019,12/17/2019,Chemawa Indian Health Center,Chemawa Indian Health Center,N,-122.9831325,44.99963999,,,,Salem,97305,"Marion County, OR",41047,OR,Oregon,41,Region X,,,,N,Non-Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
64199941A4,Siletz Community Health Clinic,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",200 Gwee Shut Rd,Siletz,OR,97380-2036,,6/1/2009,9/9/2019,,,,,,N,Non-Metropolitan,,,16,,6,Dental Health,64199941A4,Siletz Community Health Clinic,0,Unknown,UNK,Unknown,,,,,,POINT,41,Lincoln,41041,41,OR,Oregon,Oregon,41,Region X,N,N,12/17/2019,12/17/2019,Siletz Community Health Clinic,Siletz Community Health Clinic,N,-123.9059368,44.72155156,,,,Siletz,97380,"Lincoln County, OR",41041,OR,Oregon,41,Region X,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
64199941A3,NARA Indian Health Clinic,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",1776 SW Madison St,Portland,OR,97205-1715,,12/1/2007,9/9/2019,,,,,,M,Metropolitan,,,20,,6,Dental Health,64199941A3,NARA Indian Health Clinic,0,Unknown,UNK,Unknown,,,,,,POINT,51,Multnomah,41051,41,OR,Oregon,Oregon,41,Region X,N,N,12/17/2019,12/17/2019,Nara Indian Health Clinic,Nara Indian Health Clinic,N,-122.6919796,45.51853594,,,,Portland,97205,"Multnomah County, OR",41051,OR,Oregon,41,Region X,,,,N,Non-Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
64199941A2,WARM SPRINGS HEALTH AND WELLNESS,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Kot-Num Rd,Warm Springs,OR,97761,,9/14/2007,9/9/2019,,,,,,N,Non-Metropolitan,,,22,,6,Dental Health,64199941A2,WARM SPRINGS HEALTH AND WELLNESS,0,Unknown,UNK,Unknown,,,,,,POINT,31,Jefferson,41031,41,OR,Oregon,Oregon,41,Region X,N,N,12/17/2019,12/17/2019,Warm Springs Health and Wellness,Warm Springs Health and Wellness,N,-121.2724125,44.755209,,,,Warm Springs,97761,"Jefferson County, OR",41031,OR,Oregon,41,Region X,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6419994197,Cow Creek Health & Wellness Center,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",2371 NE Stephens St Ste 200,Roseburg,OR,97470-1399,,10/26/2002,9/9/2019,,,,,,N,Non-Metropolitan,,,14,,6,Dental Health,6419994197,Cow Creek Health & Wellness Center,0,Unknown,UNK,Unknown,,,,,,POINT,19,Douglas,41019,41,OR,Oregon,Oregon,41,Region X,N,N,12/17/2019,12/17/2019,Cow Creek Health and Wellness Center,Cow Creek Health and Wellness Center,N,-123.3528438,43.23863636,,,,Roseburg,97470,"Douglas County, OR",41019,OR,Oregon,41,Region X,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6419994196,Yellowhawk Tribal Health Center,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",73265 Confederated Way,Pendleton,OR,97801-9099,,10/26/2002,9/9/2019,,,,,,N,Non-Metropolitan,,,18,,6,Dental Health,6419994196,Yellowhawk Tribal Health Center,0,Unknown,UNK,Unknown,,,,,,POINT,59,Umatilla,41059,41,OR,Oregon,Oregon,41,Region X,N,N,12/17/2019,12/17/2019,Yellowhawk Tribal Health Center,Yellowhawk Tribal Health Center,N,-118.6622707,45.66373706,,,,Pendleton,97801,"Umatilla County, OR",41059,OR,Oregon,41,Region X,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6419994195,Klamath Tribal Health & Family Services,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",3949 S 6th St,Klamath Falls,OR,97603-4746,,10/26/2002,9/9/2019,,,,,,N,Non-Metropolitan,,,18,,6,Dental Health,6419994195,Klamath Tribal Health & Family Services,0,Unknown,UNK,Unknown,,,,,,POINT,35,Klamath,41035,41,OR,Oregon,Oregon,41,Region X,N,N,12/17/2019,12/17/2019,Klamath Tribal Health and Family Services,Klamath Tribal Health and Family Services,N,-121.7400292,42.20643945,,,,Klamath Falls,97603,"Klamath County, OR",41035,OR,Oregon,41,Region X,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6419994194,Grand Ronde Health & Wellness Center,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",9605 Grand Ronde Rd,Grand Ronde,OR,97347-9712,,10/26/2002,9/9/2019,,,,,,N,Non-Metropolitan,,,20,,6,Dental Health,6419994194,Grand Ronde Health & Wellness Center,0,Unknown,UNK,Unknown,,,,,,POINT,53,Polk,41053,41,OR,Oregon,Oregon,41,Region X,N,N,12/17/2019,12/17/2019,Grand Ronde Health and Wellness Center,Grand Ronde Health and Wellness Center,N,-123.6118589,45.07351859,,,,Grand Ronde,97347,"Polk County, OR",41053,OR,Oregon,41,Region X,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6419994192,Wadatika Indian Health Center,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",100 Pasigo St,Burns,OR,97720-2442,,10/26/2002,9/9/2019,,,,,,N,Non-Metropolitan,,,6,,6,Dental Health,6419994192,Wadatika Indian Health Center,0,Unknown,UNK,Unknown,,,,,,POINT,25,Harney,41025,41,OR,Oregon,Oregon,41,Region X,N,N,12/17/2019,12/17/2019,Wadatika Indian Health Center,Wadatika Indian Health Center,N,-119.0689329,43.61095529,,,,Burns,97720,"Harney County, OR",41025,OR,Oregon,41,Region X,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6416988565,Cow Creek Health & Wellness - Annex,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",480 Wartahoo Ln,Canyonville,OR,97417-9683,,8/18/2019,8/21/2019,,,,,,0,Unknown,,,14,,6,Dental Health,6416988565,Cow Creek Health & Wellness - Annex,0,Unknown,UNK,Unknown,,,,,,POINT,19,Douglas,41019,41,OR,Oregon,Oregon,41,Region X,N,N,12/17/2019,12/17/2019,Cow Creek Health and Wellness - Annex,Cow Creek Health and Wellness - Annex,N,-123.2808349,42.9383074,,,,Canyonville,97417,"Douglas County, OR",41019,OR,Oregon,41,Region X,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6413671540,NARA Dental,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",12750 SE Stark St Bldg E,Portland,OR,97233-1539,,8/18/2019,8/22/2019,,,,,,0,Unknown,,,20,,6,Dental Health,6413671540,NARA Dental,0,Unknown,UNK,Unknown,,,,,,POINT,51,Multnomah,41051,41,OR,Oregon,Oregon,41,Region X,N,N,12/17/2019,12/17/2019,Nara Dental,Nara Dental,N,-122.5327976,45.5190405,,,,Portland,97233,"Multnomah County, OR",41051,OR,Oregon,41,Region X,,,,N,Non-Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
