MUA_SOURCE_ID,MUA_AREA_CD,MUA_DESIGNATION_TYP_CD,MUA_DESIGNATION_TYP_DESC,MUA_STATUS_CD,MUA_STATUS_DESC,CENSUS_TRACT,MUA_DESIGNATION_DT,MUA_DESIGNATION_DT_TXT,MUA_SCORE,MUA_SERVICE_AREA_NM,MUA_UPDATE_DT,MUA_UPDATE_DT_TXT,US_MEXICO_BORDER_100KM_IND,US_MEXICO_BORDER_COUNTY_IND,STATE_COUNTY_FIPS_CD,COUNTY_FIPS_CD,LIST_BOX_COUNTY_NM,COUNTY_NM,COUNTY_DESC,REGION_CD,REGION_NM,STATE_FIPS_CD,STATE_NM,STATE_ABBR,POVERTY_100_PCT_NUM,POP_AGE_65_OVER_PCT,INFANT_MORTALITY_RATE,PROVIDER_1000_POP_RATIO,POVERTY_100_PCT_NUM_IMU,POP_AGE_65_OVER_PCT_IMU,INFANT_MORTALITY_RATE_IMU,PROVIDER_1000_POP_RATIO_IMU,DW_RECORD_CREATE_DT,DW_RECORD_CREATE_DT_TXT,PRIMARY_STATE_FIPS_CD,PRIMARY_STATE_ABBR,PRIMARY_STATE_NM,PRIMARY_REGION_CD,PRIMARY_REGION_NM,CMN_REGION_CD,CMN_REGION_NM,CMN_STATE_NM,CMN_STATE_ABBR,CMN_STATE_FIPS_CD,CMN_STATE_COUNTY_FIPS_CD,CMN_COUNTY_NM_STATE_ABBR,BREAK_DESIGNATION_IND,MUA_COMP_DESIGNATION_DT,MUA_COMP_DESIGNATION_DT_TXT,MUA_COMP_GEO_NM,MUA_COMP_GEO_TYP_CD,MUA_COMP_GEO_TYP_DESC,MUA_COMP_GEO_TYP_ID,MUA_COMP_LAST_UPDATE_DT,MUA_COMP_STATUS_CD,MUA_COMP_STATUS_DESC,MUA_COMP_UPDATE_DT_TXT,MUA_DESIGNATION_POP,MUA_METRO_IND_CD,MUA_METRO_IND_DESC,MUA_METRO_IND_ID,MUA_POPULATION_TYP_CD,MUA_POPULATION_TYP_DESC,MUA_POPULATION_TYP_ID,MUA_RES_CIV_POP,MUA_WITHDRAWAL_DT,MUA_WITHDRAWAL_DT_TXT,RURAL_STATUS_CD,RURAL_STATUS_DESC,PROVIDER_1000_POP
7965,25013812701,MUP,Medically Underserved Population,D,Designated,8127.01,7/2/2014,7/2/2014,61.5,Low Income - Westfield,7/2/2014,7/2/2014,N,N,25013,13,Hampden County,Hampden,County            ,1,Region I,25,Massachusetts,MA,18.9,12.3,5.8,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25013,"Hampden County, MA",N,7/2/2014,7/2/2014,8127.01,CT,Census Tract,1,7/2/2014,D,Designated,7/2/2014,5289,0,Unknown,0,LI,MUP Low Income,2,7289,,,N,Non-Rural,0.14
6154,25001011802,MUP,Medically Underserved Population,D,Designated,118.02,9/12/2000,9/12/2000,57.3,Low Income Population of Hyannis,9/12/2000,9/12/2000,N,N,25001,1,Barnstable County,Barnstable,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25001,"Barnstable County, MA",N,9/12/2000,9/12/2000,118.02,CT,Census Tract,1,9/12/2000,D,Designated,9/12/2000,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
6154,25001012001,MUP,Medically Underserved Population,D,Designated,120.01,9/12/2000,9/12/2000,57.3,Low Income Population of Hyannis,9/12/2000,9/12/2000,N,N,25001,1,Barnstable County,Barnstable,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25001,"Barnstable County, MA",N,9/12/2000,9/12/2000,120.01,CT,Census Tract,1,9/12/2000,D,Designated,9/12/2000,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
6154,25001012700,MUP,Medically Underserved Population,D,Designated,127,9/12/2000,9/12/2000,57.3,Low Income Population of Hyannis,9/12/2000,9/12/2000,N,N,25001,1,Barnstable County,Barnstable,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25001,"Barnstable County, MA",N,9/12/2000,9/12/2000,127,CT,Census Tract,1,9/12/2000,D,Designated,9/12/2000,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
6154,25001012800,MUP,Medically Underserved Population,D,Designated,128,9/12/2000,9/12/2000,57.3,Low Income Population of Hyannis,9/12/2000,9/12/2000,N,N,25001,1,Barnstable County,Barnstable,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25001,"Barnstable County, MA",N,9/12/2000,9/12/2000,128,CT,Census Tract,1,9/12/2000,D,Designated,9/12/2000,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
6154,25001010800,MUP,Medically Underserved Population,D,Designated,108,9/12/2000,9/12/2000,57.3,Low Income Population of Hyannis,9/12/2000,9/12/2000,N,N,25001,1,Barnstable County,Barnstable,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25001,"Barnstable County, MA",N,9/12/2000,9/12/2000,108,CT,Census Tract,1,9/12/2000,D,Designated,9/12/2000,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
6154,25001010900,MUP,Medically Underserved Population,D,Designated,109,9/12/2000,9/12/2000,57.3,Low Income Population of Hyannis,9/12/2000,9/12/2000,N,N,25001,1,Barnstable County,Barnstable,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25001,"Barnstable County, MA",N,9/12/2000,9/12/2000,109,CT,Census Tract,1,9/12/2000,D,Designated,9/12/2000,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
6154,25001011002,MUP,Medically Underserved Population,D,Designated,110.02,9/12/2000,9/12/2000,57.3,Low Income Population of Hyannis,9/12/2000,9/12/2000,N,N,25001,1,Barnstable County,Barnstable,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25001,"Barnstable County, MA",N,9/12/2000,9/12/2000,110.02,CT,Census Tract,1,9/12/2000,D,Designated,9/12/2000,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
6154,25001011500,MUP,Medically Underserved Population,D,Designated,115,9/12/2000,9/12/2000,57.3,Low Income Population of Hyannis,9/12/2000,9/12/2000,N,N,25001,1,Barnstable County,Barnstable,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25001,"Barnstable County, MA",N,9/12/2000,9/12/2000,115,CT,Census Tract,1,9/12/2000,D,Designated,9/12/2000,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
6154,25001011600,MUP,Medically Underserved Population,D,Designated,116,9/12/2000,9/12/2000,57.3,Low Income Population of Hyannis,9/12/2000,9/12/2000,N,N,25001,1,Barnstable County,Barnstable,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25001,"Barnstable County, MA",N,9/12/2000,9/12/2000,116,CT,Census Tract,1,9/12/2000,D,Designated,9/12/2000,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
6154,25001011700,MUP,Medically Underserved Population,D,Designated,117,9/12/2000,9/12/2000,57.3,Low Income Population of Hyannis,9/12/2000,9/12/2000,N,N,25001,1,Barnstable County,Barnstable,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25001,"Barnstable County, MA",N,9/12/2000,9/12/2000,117,CT,Census Tract,1,9/12/2000,D,Designated,9/12/2000,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
6154,25001011801,MUP,Medically Underserved Population,D,Designated,118.01,9/12/2000,9/12/2000,57.3,Low Income Population of Hyannis,9/12/2000,9/12/2000,N,N,25001,1,Barnstable County,Barnstable,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25001,"Barnstable County, MA",N,9/12/2000,9/12/2000,118.01,CT,Census Tract,1,9/12/2000,D,Designated,9/12/2000,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
6154,25001011100,MUP,Medically Underserved Population,D,Designated,111,9/12/2000,9/12/2000,57.3,Low Income Population of Hyannis,9/12/2000,9/12/2000,N,N,25001,1,Barnstable County,Barnstable,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25001,"Barnstable County, MA",N,9/12/2000,9/12/2000,111,CT,Census Tract,1,9/12/2000,D,Designated,9/12/2000,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
6154,25001011200,MUP,Medically Underserved Population,D,Designated,112,9/12/2000,9/12/2000,57.3,Low Income Population of Hyannis,9/12/2000,9/12/2000,N,N,25001,1,Barnstable County,Barnstable,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25001,"Barnstable County, MA",N,9/12/2000,9/12/2000,112,CT,Census Tract,1,9/12/2000,D,Designated,9/12/2000,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
6154,25001011300,MUP,Medically Underserved Population,D,Designated,113,9/12/2000,9/12/2000,57.3,Low Income Population of Hyannis,9/12/2000,9/12/2000,N,N,25001,1,Barnstable County,Barnstable,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25001,"Barnstable County, MA",N,9/12/2000,9/12/2000,113,CT,Census Tract,1,9/12/2000,D,Designated,9/12/2000,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
6154,25001011400,MUP,Medically Underserved Population,D,Designated,114,9/12/2000,9/12/2000,57.3,Low Income Population of Hyannis,9/12/2000,9/12/2000,N,N,25001,1,Barnstable County,Barnstable,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25001,"Barnstable County, MA",N,9/12/2000,9/12/2000,114,CT,Census Tract,1,9/12/2000,D,Designated,9/12/2000,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
6154,25001012502,MUP,Medically Underserved Population,D,Designated,125.02,9/12/2000,9/12/2000,57.3,Low Income Population of Hyannis,9/12/2000,9/12/2000,N,N,25001,1,Barnstable County,Barnstable,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25001,"Barnstable County, MA",N,9/12/2000,9/12/2000,125.02,CT,Census Tract,1,9/12/2000,D,Designated,9/12/2000,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
6154,25001012601,MUP,Medically Underserved Population,D,Designated,126.01,9/12/2000,9/12/2000,57.3,Low Income Population of Hyannis,9/12/2000,9/12/2000,N,N,25001,1,Barnstable County,Barnstable,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25001,"Barnstable County, MA",N,9/12/2000,9/12/2000,126.01,CT,Census Tract,1,9/12/2000,D,Designated,9/12/2000,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
6154,25001012900,MUP,Medically Underserved Population,D,Designated,129,9/12/2000,9/12/2000,57.3,Low Income Population of Hyannis,9/12/2000,9/12/2000,N,N,25001,1,Barnstable County,Barnstable,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25001,"Barnstable County, MA",N,9/12/2000,9/12/2000,129,CT,Census Tract,1,9/12/2000,D,Designated,9/12/2000,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
6154,25001015300,MUP,Medically Underserved Population,D,Designated,153,9/12/2000,9/12/2000,57.3,Low Income Population of Hyannis,9/12/2000,9/12/2000,N,N,25001,1,Barnstable County,Barnstable,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25001,"Barnstable County, MA",N,9/12/2000,9/12/2000,153,CT,Census Tract,1,9/12/2000,D,Designated,9/12/2000,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
6154,25001990000,MUP,Medically Underserved Population,D,Designated,9900,9/12/2000,9/12/2000,57.3,Low Income Population of Hyannis,9/12/2000,9/12/2000,N,N,25001,1,Barnstable County,Barnstable,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25001,"Barnstable County, MA",N,9/12/2000,9/12/2000,9900,CT,Census Tract,1,9/12/2000,D,Designated,9/12/2000,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
6154,25001012602,MUP,Medically Underserved Population,D,Designated,126.02,9/12/2000,9/12/2000,57.3,Low Income Population of Hyannis,9/12/2000,9/12/2000,N,N,25001,1,Barnstable County,Barnstable,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25001,"Barnstable County, MA",N,9/12/2000,9/12/2000,126.02,CT,Census Tract,1,9/12/2000,D,Designated,9/12/2000,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
6154,25001012102,MUP,Medically Underserved Population,D,Designated,121.02,9/12/2000,9/12/2000,57.3,Low Income Population of Hyannis,9/12/2000,9/12/2000,N,N,25001,1,Barnstable County,Barnstable,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25001,"Barnstable County, MA",N,9/12/2000,9/12/2000,121.02,CT,Census Tract,1,9/12/2000,D,Designated,9/12/2000,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
6154,25001012101,MUP,Medically Underserved Population,D,Designated,121.01,9/12/2000,9/12/2000,57.3,Low Income Population of Hyannis,9/12/2000,9/12/2000,N,N,25001,1,Barnstable County,Barnstable,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25001,"Barnstable County, MA",N,9/12/2000,9/12/2000,121.01,CT,Census Tract,1,9/12/2000,D,Designated,9/12/2000,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
6154,25001012002,MUP,Medically Underserved Population,D,Designated,120.02,9/12/2000,9/12/2000,57.3,Low Income Population of Hyannis,9/12/2000,9/12/2000,N,N,25001,1,Barnstable County,Barnstable,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25001,"Barnstable County, MA",N,9/12/2000,9/12/2000,120.02,CT,Census Tract,1,9/12/2000,D,Designated,9/12/2000,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
7470,25009221400,MUA,Medically Underserved Area,D,Designated,2214,4/1/2005,4/1/2005,59.5,Downtown Gloucester Service Area,4/1/2005,4/1/2005,N,N,25009,9,Essex County,Essex,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25009,"Essex County, MA",N,4/1/2005,4/1/2005,2214,CT,Census Tract,1,4/1/2005,D,Designated,4/1/2005,,0,Unknown,0,TRC,Medically Underserved Area,9,,,,N,Non-Rural,
7470,25009221500,MUA,Medically Underserved Area,D,Designated,2215,4/1/2005,4/1/2005,59.5,Downtown Gloucester Service Area,4/1/2005,4/1/2005,N,N,25009,9,Essex County,Essex,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25009,"Essex County, MA",N,4/1/2005,4/1/2005,2215,CT,Census Tract,1,4/1/2005,D,Designated,4/1/2005,,0,Unknown,0,TRC,Medically Underserved Area,9,,,,N,Non-Rural,
7470,25009221600,MUA,Medically Underserved Area,D,Designated,2216,4/1/2005,4/1/2005,59.5,Downtown Gloucester Service Area,4/1/2005,4/1/2005,N,N,25009,9,Essex County,Essex,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25009,"Essex County, MA",N,4/1/2005,4/1/2005,2216,CT,Census Tract,1,4/1/2005,D,Designated,4/1/2005,,0,Unknown,0,TRC,Medically Underserved Area,9,,,,N,Non-Rural,
7470,25009221700,MUA,Medically Underserved Area,D,Designated,2217,4/1/2005,4/1/2005,59.5,Downtown Gloucester Service Area,4/1/2005,4/1/2005,N,N,25009,9,Essex County,Essex,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25009,"Essex County, MA",N,4/1/2005,4/1/2005,2217,CT,Census Tract,1,4/1/2005,D,Designated,4/1/2005,,0,Unknown,0,TRC,Medically Underserved Area,9,,,,N,Non-Rural,
7320,25013812300,MUA,Medically Underserved Area,D,Designated,8123,3/28/2003,3/28/2003,61.7,West Springfield Service Area,3/28/2003,3/28/2003,N,N,25013,13,Hampden County,Hampden,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25013,"Hampden County, MA",N,3/28/2003,3/28/2003,8123,CT,Census Tract,1,3/28/2003,D,Designated,3/28/2003,,0,Unknown,0,TRC,Medically Underserved Area,9,,,,N,Non-Rural,
7320,25013812403,MUA,Medically Underserved Area,D,Designated,8124.03,3/28/2003,3/28/2003,61.7,West Springfield Service Area,3/28/2003,3/28/2003,N,N,25013,13,Hampden County,Hampden,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25013,"Hampden County, MA",N,3/28/2003,3/28/2003,8124.03,CT,Census Tract,1,3/28/2003,D,Designated,3/28/2003,,0,Unknown,0,TRC,Medically Underserved Area,9,,,,N,Non-Rural,
7320,25013812404,MUA,Medically Underserved Area,D,Designated,8124.04,3/28/2003,3/28/2003,61.7,West Springfield Service Area,3/28/2003,3/28/2003,N,N,25013,13,Hampden County,Hampden,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25013,"Hampden County, MA",N,3/28/2003,3/28/2003,8124.04,CT,Census Tract,1,3/28/2003,D,Designated,3/28/2003,,0,Unknown,0,TRC,Medically Underserved Area,9,,,,N,Non-Rural,
5021,25013802200,MUA,Medically Underserved Area,D,Designated,8022,3/26/1999,3/26/1999,56.8,Forest Park Service Area,3/26/1999,3/26/1999,N,N,25013,13,Hampden County,Hampden,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25013,"Hampden County, MA",N,3/26/1999,3/26/1999,8022,CT,Census Tract,1,3/26/1999,D,Designated,3/26/1999,,0,Unknown,0,TRC,Medically Underserved Area,9,,,,N,Non-Rural,
5021,25013802300,MUA,Medically Underserved Area,D,Designated,8023,3/26/1999,3/26/1999,56.8,Forest Park Service Area,3/26/1999,3/26/1999,N,N,25013,13,Hampden County,Hampden,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25013,"Hampden County, MA",N,3/26/1999,3/26/1999,8023,CT,Census Tract,1,3/26/1999,D,Designated,3/26/1999,,0,Unknown,0,TRC,Medically Underserved Area,9,,,,N,Non-Rural,
5020,25013800101,MUA,Medically Underserved Area,D,Designated,8001.01,3/26/1999,3/26/1999,57.7,Indian Orchard Service Area,3/26/1999,3/26/1999,N,N,25013,13,Hampden County,Hampden,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25013,"Hampden County, MA",N,3/26/1999,3/26/1999,8001.01,CT,Census Tract,1,3/26/1999,D,Designated,3/26/1999,,0,Unknown,0,TRC,Medically Underserved Area,9,,,,N,Non-Rural,
5020,25013800102,MUA,Medically Underserved Area,D,Designated,8001.02,3/26/1999,3/26/1999,57.7,Indian Orchard Service Area,3/26/1999,3/26/1999,N,N,25013,13,Hampden County,Hampden,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25013,"Hampden County, MA",N,3/26/1999,3/26/1999,8001.02,CT,Census Tract,1,3/26/1999,D,Designated,3/26/1999,,0,Unknown,0,TRC,Medically Underserved Area,9,,,,N,Non-Rural,
5020,25013800202,MUA,Medically Underserved Area,D,Designated,8002.02,3/26/1999,3/26/1999,57.7,Indian Orchard Service Area,3/26/1999,3/26/1999,N,N,25013,13,Hampden County,Hampden,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25013,"Hampden County, MA",N,3/26/1999,3/26/1999,8002.02,CT,Census Tract,1,3/26/1999,D,Designated,3/26/1999,,0,Unknown,0,TRC,Medically Underserved Area,9,,,,N,Non-Rural,
1543,25027732001,MUA,Medically Underserved Area,D,Designated,7320.01,5/27/1994,5/27/1994,57.1,Worcester Service Area,5/27/1994,5/27/1994,N,N,25027,27,Worcester County,Worcester,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25027,"Worcester County, MA",N,5/27/1994,5/27/1994,7320.01,CT,Census Tract,1,5/27/1994,D,Designated,5/27/1994,,0,Unknown,0,TRC,Medically Underserved Area,9,,,,N,Non-Rural,
1536,25027709600,MUA,Medically Underserved Area,D,Designated,7096,5/27/1994,5/27/1994,56.5,Worcester Service Area,5/27/1994,5/27/1994,N,N,25027,27,Worcester County,Worcester,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25027,"Worcester County, MA",N,5/27/1994,5/27/1994,7096,CT,Census Tract,1,5/27/1994,D,Designated,5/27/1994,,0,Unknown,0,TRC,Medically Underserved Area,9,,,,N,Non-Rural,
1536,25027710700,MUA,Medically Underserved Area,D,Designated,7107,5/27/1994,5/27/1994,56.5,Worcester Service Area,5/27/1994,5/27/1994,N,N,25027,27,Worcester County,Worcester,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25027,"Worcester County, MA",N,5/27/1994,5/27/1994,7107,CT,Census Tract,1,5/27/1994,D,Designated,5/27/1994,,0,Unknown,0,TRC,Medically Underserved Area,9,,,,N,Non-Rural,
1536,25027710800,MUA,Medically Underserved Area,D,Designated,7108,5/27/1994,5/27/1994,56.5,Worcester Service Area,5/27/1994,5/27/1994,N,N,25027,27,Worcester County,Worcester,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25027,"Worcester County, MA",N,5/27/1994,5/27/1994,7108,CT,Census Tract,1,5/27/1994,D,Designated,5/27/1994,,0,Unknown,0,TRC,Medically Underserved Area,9,,,,N,Non-Rural,
1532,25005651300,MUA,Medically Underserved Area,D,Designated,6513,5/8/1984,5/8/1984,61.4,Bristol Service Area,5/27/1994,5/27/1994,N,N,25005,5,Bristol County,Bristol,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25005,"Bristol County, MA",N,5/8/1984,5/8/1984,6513,CT,Census Tract,1,5/5/1994,D,Designated,5/5/1994,,0,Unknown,0,TRC,Medically Underserved Area,9,,,,N,Non-Rural,
1532,25005651700,MUA,Medically Underserved Area,D,Designated,6517,5/8/1984,5/8/1984,61.4,Bristol Service Area,5/27/1994,5/27/1994,N,N,25005,5,Bristol County,Bristol,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25005,"Bristol County, MA",N,5/8/1984,5/8/1984,6517,CT,Census Tract,1,5/5/1994,D,Designated,5/5/1994,,0,Unknown,0,TRC,Medically Underserved Area,9,,,,N,Non-Rural,
1532,25005651800,MUA,Medically Underserved Area,D,Designated,6518,5/8/1984,5/8/1984,61.4,Bristol Service Area,5/27/1994,5/27/1994,N,N,25005,5,Bristol County,Bristol,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25005,"Bristol County, MA",N,5/8/1984,5/8/1984,6518,CT,Census Tract,1,5/27/1994,D,Designated,5/27/1994,,0,Unknown,0,TRC,Medically Underserved Area,9,,,,N,Non-Rural,
1532,25005651900,MUA,Medically Underserved Area,D,Designated,6519,5/8/1984,5/8/1984,61.4,Bristol Service Area,5/27/1994,5/27/1994,N,N,25005,5,Bristol County,Bristol,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25005,"Bristol County, MA",N,5/8/1984,5/8/1984,6519,CT,Census Tract,1,5/27/1994,D,Designated,5/27/1994,,0,Unknown,0,TRC,Medically Underserved Area,9,,,,N,Non-Rural,
1532,25005652600,MUA,Medically Underserved Area,D,Designated,6526,5/8/1984,5/8/1984,61.4,Bristol Service Area,5/27/1994,5/27/1994,N,N,25005,5,Bristol County,Bristol,County            ,1,Region I,25,Massachusetts,MA,,,,,,,,,12/17/2019,12/17/2019,25,MA,Massachusetts,1,Region I,1,Region I,Massachusetts,MA,25,25005,"Bristol County, MA",N,5/8/1984,5/8/1984,6526,CT,Census Tract,1,5/27/1994,D,Designated,5/27/1994,,0,Unknown,0,TRC,Medically Underserved Area,9,,,,N,Non-Rural,
